county,2020-01-01 00:00
adams,
alamosa,
arapahoe,
archuleta,
baca,
bent,
boulder,
chaffee,
cheyenne,
clear creek,
conejos,
costilla,
crowley,
custer,
delta,
denver,
dolores,
douglas,
eagle,
elbert,
el paso,
fremont,
garfield,
gilpin,
grand,
gunnison,
hinsdale,
huerfano,
jackson,
jefferson,
kiowa,
kit carson,
lake,
la plata,
larimer,
las animas,
lincoln,
logan,
mesa,
mineral,
moffat,
montezuma,
montrose,
morgan,
otero,
ouray,
park,
phillips,
pitkin,
prowers,
pueblo,
rio blanco,
rio grande,
routt,
saguache,
san juan,
san miguel,
sedgwick,
summit,
teller,
washington,
weld,
yuma,
broomfield,
