county,2020-01-01 00:00
allen,
anderson,
atchison,
barber,
barton,
bourbon,
brown,
butler,
chase,
chautauqua,
cherokee,
cheyenne,
clark,
clay,
cloud,
coffey,
comanche,
cowley,
crawford,
decatur,
dickinson,
doniphan,
douglas,
edwards,
elk,
ellis,
ellsworth,
finney,
ford,
franklin,
geary,
gove,
graham,
grant,
gray,
greeley,
greenwood,
hamilton,
harper,
harvey,
haskell,
hodgeman,
jackson,
jefferson,
jewell,
johnson,
kearny,
kingman,
kiowa,
labette,
lane,
leavenworth,
lincoln,
linn,
logan,
lyon,
mcpherson,
marion,
marshall,
meade,
miami,
mitchell,
montgomery,
morris,
morton,
nemaha,
neosho,
ness,
norton,
osage,
osborne,
ottawa,
pawnee,
phillips,
pottawatomie,
pratt,
rawlins,
reno,
republic,
rice,
riley,
rooks,
rush,
russell,
saline,
scott,
sedgwick,
seward,
shawnee,
sheridan,
sherman,
smith,
stafford,
stanton,
stevens,
sumner,
thomas,
trego,
wabaunsee,
wallace,
washington,
wichita,
wilson,
woodson,
wyandotte,
