county,2020-01-01 00:00
arkansas,
ashley,
baxter,
benton,
boone,
bradley,
calhoun,
carroll,
chicot,
clark,
clay,
cleburne,
cleveland,
columbia,
conway,
craighead,
crawford,
crittenden,
cross,
dallas,
desha,
drew,
faulkner,
franklin,
fulton,
garland,
grant,
greene,
hempstead,
hot spring,
howard,
independence,
izard,
jackson,
jefferson,
johnson,
lafayette,
lawrence,
lee,
lincoln,
little river,
logan,
lonoke,
madison,
marion,
miller,
mississippi,
monroe,
montgomery,
nevada,
newton,
ouachita,
perry,
phillips,
pike,
poinsett,
polk,
pope,
prairie,
pulaski,
randolph,
st francis,
saline,
scott,
searcy,
sebastian,
sevier,
sharp,
stone,
union,
van buren,
washington,
white,
woodruff,
yell,
