county,2020-01-01 00:00
anderson,
bedford,
benton,
bledsoe,
blount,
bradley,
campbell,
cannon,
carroll,
carter,
cheatham,
chester,
claiborne,
clay,
cocke,
coffee,
crockett,
cumberland,
davidson,
decatur,
de kalb,
dickson,
dyer,
fayette,
fentress,
franklin,
gibson,
giles,
grainger,
greene,
grundy,
hamblen,
hamilton,
hancock,
hardeman,
hardin,
hawkins,
haywood,
henderson,
henry,
hickman,
houston,
humphreys,
jackson,
jefferson,
johnson,
knox,
lake,
lauderdale,
lawrence,
lewis,
lincoln,
loudon,
mcminn,
mcnairy,
macon,
madison,
marion,
marshall,
maury,
meigs,
monroe,
montgomery,
moore,
morgan,
obion,
overton,
perry,
pickett,
polk,
putnam,
rhea,
roane,
robertson,
rutherford,
scott,
sequatchie,
sevier,
shelby,
smith,
stewart,
sullivan,
sumner,
tipton,
trousdale,
unicoi,
union,
van buren,
warren,
washington,
wayne,
weakley,
white,
williamson,
wilson,
