county,2020-01-01 00:00
abbeville,
aiken,
allendale,
anderson,
bamberg,
barnwell,
beaufort,
berkeley,
calhoun,
charleston,
cherokee,
chester,
chesterfield,
clarendon,
colleton,
darlington,
dillon,
dorchester,
edgefield,
fairfield,
florence,
georgetown,
greenville,
greenwood,
hampton,
horry,
jasper,
kershaw,
lancaster,
laurens,
lee,
lexington,
mccormick,
marion,
marlboro,
newberry,
oconee,
orangeburg,
pickens,
richland,
saluda,
spartanburg,
sumter,
union,
williamsburg,
york,
