county,2020-01-01 00:00
adair,
allen,
anderson,
ballard,
barren,
bath,
bell,
boone,
bourbon,
boyd,
boyle,
bracken,
breathitt,
breckinridge,
bullitt,
butler,
caldwell,
calloway,
campbell,
carlisle,
carroll,
carter,
casey,
christian,
clark,
clay,
clinton,
crittenden,
cumberland,
daviess,
edmonson,
elliott,
estill,
fayette,
fleming,
floyd,
franklin,
fulton,
gallatin,
garrard,
grant,
graves,
grayson,
green,
greenup,
hancock,
hardin,
harlan,
harrison,
hart,
henderson,
henry,
hickman,
hopkins,
jackson,
jefferson,
jessamine,
johnson,
kenton,
knott,
knox,
larue,
laurel,
lawrence,
lee,
leslie,
letcher,
lewis,
lincoln,
livingston,
logan,
lyon,
mccracken,
mccreary,
mclean,
madison,
magoffin,
marion,
marshall,
martin,
mason,
meade,
menifee,
mercer,
metcalfe,
monroe,
montgomery,
morgan,
muhlenberg,
nelson,
nicholas,
ohio,
oldham,
owen,
owsley,
pendleton,
perry,
pike,
powell,
pulaski,
robertson,
rockcastle,
rowan,
russell,
scott,
shelby,
simpson,
spencer,
taylor,
todd,
trigg,
trimble,
union,
warren,
washington,
wayne,
webster,
whitley,
wolfe,
woodford,
