county,2020-01-01 00:00
adams,
barnes,
benson,
billings,
bottineau,
bowman,
burke,
burleigh,
cass,
cavalier,
dickey,
divide,
dunn,
eddy,
emmons,
foster,
golden valley,
grand forks,
grant,
griggs,
hettinger,
kidder,
la moure,
logan,
mchenry,
mcintosh,
mckenzie,
mclean,
mercer,
morton,
mountrail,
nelson,
oliver,
pembina,
pierce,
ramsey,
ransom,
renville,
richland,
rolette,
sargent,
sheridan,
sioux,
slope,
stark,
steele,
stutsman,
towner,
traill,
walsh,
ward,
wells,
williams,
