county,2020-01-01 00:00
accomack,
albemarle,
alleghany,
amelia,
amherst,
appomattox,
arlington,
augusta,
bath,
bedford,
bland,
botetourt,
brunswick,
buchanan,
buckingham,
campbell,
caroline,
carroll,
charles city,
charlotte,
chesterfield,
clarke,
craig,
culpeper,
cumberland,
dickenson,
dinwiddie,
essex,
fairfax,
fauquier,
floyd,
fluvanna,
franklin,
frederick,
giles,
gloucester,
goochland,
grayson,
greene,
greensville,
halifax,
hanover,
henrico,
henry,
highland,
isle of wight,
james city,
king and queen,
king george,
king william,
lancaster,
lee,
loudoun,
louisa,
lunenburg,
madison,
mathews,
mecklenburg,
middlesex,
montgomery,
suffolk,
nelson,
new kent,
northampton,
northumberland,
nottoway,
orange,
page,
patrick,
pittsylvania,
powhatan,
prince edward,
prince george,
prince william,
pulaski,
rappahannock,
richmond,
roanoke,
rockbridge,
rockingham,
russell,
scott,
shenandoah,
smyth,
southampton,
spotsylvania,
stafford,
surry,
sussex,
tazewell,
warren,
washington,
westmoreland,
wise,
wythe,
york,
hampton,
newport news,
norfolk,
virginia beach,
