county,2020-01-01 00:00
autauga,
baldwin,
barbour,
bibb,
blount,
bullock,
butler,
calhoun,
chambers,
cherokee,
chilton,
choctaw,
clarke,
clay,
cleburne,
coffee,
colbert,
conecuh,
coosa,
covington,
crenshaw,
cullman,
dale,
dallas,
de kalb,
elmore,
escambia,
etowah,
fayette,
franklin,
geneva,
greene,
hale,
henry,
houston,
jackson,
jefferson,
lamar,
lauderdale,
lawrence,
lee,
limestone,
lowndes,
macon,
madison,
marengo,
marion,
marshall,
mobile,
monroe,
montgomery,
morgan,
perry,
pickens,
pike,
randolph,
russell,
st clair,
shelby,
sumter,
talladega,
tallapoosa,
tuscaloosa,
walker,
washington,
wilcox,
winston,
