county,2020-01-01 00:00
aurora,
beadle,
bennett,
bon homme,
brookings,
brown,
brule,
buffalo,
butte,
campbell,
charles mix,
clark,
clay,
codington,
corson,
custer,
davison,
day,
deuel,
dewey,
douglas,
edmunds,
fall river,
faulk,
grant,
gregory,
haakon,
hamlin,
hand,
hanson,
harding,
hughes,
hutchinson,
hyde,
jackson,
jerauld,
jones,
kingsbury,
lake,
lawrence,
lincoln,
lyman,
mccook,
mcpherson,
marshall,
meade,
mellette,
miner,
minnehaha,
moody,
pennington,
perkins,
potter,
roberts,
sanborn,
shannon,
spink,
stanley,
sully,
todd,
tripp,
turner,
union,
walworth,
yankton,
ziebach,
