county,2020-01-01 00:00
albany,
big horn,
campbell,
carbon,
converse,
crook,
fremont,
goshen,
hot springs,
johnson,
laramie,
lincoln,
natrona,
niobrara,
park,
platte,
sheridan,
sublette,
sweetwater,
teton,
uinta,
washakie,
weston,
