county,2020-01-01 00:00
alamance,
alexander,
alleghany,
anson,
ashe,
avery,
beaufort,
bertie,
bladen,
brunswick,
buncombe,
burke,
cabarrus,
caldwell,
camden,
carteret,
caswell,
catawba,
chatham,
cherokee,
chowan,
clay,
cleveland,
columbus,
craven,
cumberland,
currituck,
dare,
davidson,
davie,
duplin,
durham,
edgecombe,
forsyth,
franklin,
gaston,
gates,
graham,
granville,
greene,
guilford,
halifax,
harnett,
haywood,
henderson,
hertford,
hoke,
hyde,
iredell,
jackson,
johnston,
jones,
lee,
lenoir,
lincoln,
mcdowell,
macon,
madison,
martin,
mecklenburg,
mitchell,
montgomery,
moore,
nash,
new hanover,
northampton,
onslow,
orange,
pamlico,
pasquotank,
pender,
perquimans,
person,
pitt,
polk,
randolph,
richmond,
robeson,
rockingham,
rowan,
rutherford,
sampson,
scotland,
stanly,
stokes,
surry,
swain,
transylvania,
tyrrell,
union,
vance,
wake,
warren,
washington,
watauga,
wayne,
wilkes,
wilson,
yadkin,
yancey,
