county,2020-01-01 00:00
adair,
alfalfa,
atoka,
beaver,
beckham,
blaine,
bryan,
caddo,
canadian,
carter,
cherokee,
choctaw,
cimarron,
cleveland,
coal,
comanche,
cotton,
craig,
creek,
custer,
delaware,
dewey,
ellis,
garfield,
garvin,
grady,
grant,
greer,
harmon,
harper,
haskell,
hughes,
jackson,
jefferson,
johnston,
kay,
kingfisher,
kiowa,
latimer,
le flore,
lincoln,
logan,
love,
mcclain,
mccurtain,
mcintosh,
major,
marshall,
mayes,
murray,
muskogee,
noble,
nowata,
okfuskee,
oklahoma,
okmulgee,
osage,
ottawa,
pawnee,
payne,
pittsburg,
pontotoc,
pottawatomie,
pushmataha,
roger mills,
rogers,
seminole,
sequoyah,
stephens,
texas,
tillman,
tulsa,
wagoner,
washington,
washita,
woods,
woodward,
